RA,Fase,Turma,Nome,Ano nasc,Idade,Gênero,Ano ingresso,Instituição de ensino,INDE,Cg,Cf,Ct,Nº Av,Avaliador1,Rec Av1,Avaliador2,Rec Av2,Avaliador3,Rec Av3,Avaliador4,Rec Av4,IAA,IEG,IPS,Rec Psicologia,IDA,Matem,Portug,Inglês,Indicado,Atingiu PV,IPV,IAN,Fase ideal,Defas,Destaque IEG,Destaque IDA,Destaque IPV,ANO_PEDE,ANO_NASC,DATA_NASC_BR,IDADE,Pedra,Nome Anonimizado,Data de Nasc,IPP,Mat,Por,Ing,Fase Ideal,Defasagem,Destaque IPV.1,Avaliador5,Avaliador6,Escola,Ativo/ Inativo,Ativo/ Inativo.1,ENGAJAMENTO_ACADEMICO,SUPORTE_PSICO,SCORE_GERAL,EVOLUCAO_IDA,EVOLUCAO_IEG,RISCO
RA-171,Fase 4,P,Aluno-171,2006.0,16,Masculino,2022,Escola Pública,6.581,632.0,57.0,7.0,4.0,Avaliador-6,Promovido de Fase,Avaliador-27,Mantido na Fase atual,Avaliador-30,Promovido de Fase,Avaliador-31,Promovido de Fase,7.5,6.8,7.5,Sem limitações,5.5,3.0,8.0,,Não,Não,6.875,5.0,Fase 6 (2º EM),-2.0,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,2006,,16,Ágata,,,,,,,,,,,,,,,37.4,,,0.0,0.0,0
RA-172,Fase 4,P,Aluno-172,2008.0,14,Feminino,2018,Rede Decisão,8.673,18.0,1.0,1.0,4.0,Avaliador-6,Promovido de Fase + Bolsa,Avaliador-27,Mantido na Fase atual,Avaliador-30,Promovido de Fase,Avaliador-31,Promovido de Fase + Bolsa,9.2,8.9,9.4,Sem limitações,7.3,6.0,7.7,8.1,Não,Sim,8.917,10.0,Fase 4 (9º ano),0.0,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022,2008,,14,Topázio,,,,,,,,,,,,,,,64.97,,,0.0,0.0,0
RA-173,Fase 4,P,Aluno-173,2005.0,17,Masculino,2019,Rede Decisão,7.816,198.0,18.0,2.0,4.0,Avaliador-6,Promovido de Fase + Bolsa,Avaliador-27,Mantido na Fase atual,Avaliador-30,Promovido de Fase,Avaliador-31,Promovido de Fase + Bolsa,8.3,9.2,6.9,Requer avaliação,7.9,9.0,7.5,7.1,Não,Sim,9.25,2.5,Fase 7 (3º EM),-3.0,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022,2005,,17,Ametista,,,,,,,,,,,,,,,72.67999999999999,,,0.0,0.0,0
RA-174,Fase 4,P,Aluno-174,2007.0,15,Feminino,2019,Escola Pública,6.075,713.0,64.0,8.0,4.0,Avaliador-6,Mantido na Fase atual,Avaliador-27,Mantido na Fase atual,Avaliador-30,Promovido de Fase,Avaliador-31,Promovido de Fase,7.9,6.2,7.5,Sem limitações,4.4,4.0,5.3,3.8,Não,Não,6.042,5.0,Fase 5 (1º EM),-1.0,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,2007,,15,Ágata,,,,,,,,,,,,,,,27.280000000000005,,,0.0,0.0,0
RA-175,Fase 4,P,Aluno-175,2007.0,15,Feminino,2018,Rede Decisão,6.75,567.0,51.0,6.0,4.0,Avaliador-6,Mantido na Fase atual,Avaliador-27,Mantido na Fase atual,Avaliador-30,Promovido de Fase,Avaliador-31,Promovido de Fase,8.3,9.2,5.6,Requer avaliação,5.9,4.7,7.2,5.9,Não,Não,5.833,5.0,Fase 5 (1º EM),-1.0,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,2007,,15,Ágata,,,,,,,,,,,,,,,54.28,,,0.0,0.0,0
RA-176,Fase 3,A,Aluno-176,2009.0,13,Feminino,2018,Rede Decisão,8.427,44.0,12.0,4.0,4.0,Avaliador-6,Promovido de Fase + Bolsa,Avaliador-27,Promovido de Fase,Avaliador-30,Promovido de Fase,Avaliador-31,Promovido de Fase + Bolsa,9.6,9.1,5.6,Requer avaliação,6.9,5.1,6.8,8.7,Não,Sim,9.083,10.0,Fase 3 (7º e 8º ano),0.0,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022,2009,,13,Topázio,,,,,,,,,,,,,,,62.79,,,0.0,0.0,0
RA-177,Fase 3,A,Aluno-177,2009.0,13,Feminino,2022,Escola Pública,7.424,347.0,40.0,9.0,4.0,Avaliador-6,Promovido de Fase,Avaliador-27,Mantido na Fase atual,Avaliador-30,Promovido de Fase,Avaliador-31,Mantido na Fase atual,7.9,8.8,4.4,Requer avaliação,6.8,6.0,7.5,,Não,Não,6.958,10.0,Fase 3 (7º e 8º ano),0.0,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,2009,,13,Ametista,,,,,,,,,,,,,,,59.84,,,0.0,0.0,0
RA-178,Fase 3,A,Aluno-178,2009.0,13,Feminino,2016,Rede Decisão,7.025,481.0,61.0,13.0,4.0,Avaliador-6,Promovido de Fase + Bolsa,Avaliador-27,Promovido de Fase,Avaliador-30,Promovido de Fase,Avaliador-31,Promovido de Fase + Bolsa,0.0,8.8,4.4,Requer avaliação,6.3,6.2,5.3,7.3,Não,Sim,8.458,10.0,Fase 3 (7º e 8º ano),0.0,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022,2009,,13,Ágata,,,,,,,,,,,,,,,55.440000000000005,,,0.0,0.0,0
RA-179,Fase 3,A,Aluno-179,2010.0,12,Masculino,2022,Escola Pública,7.993,145.0,22.0,5.0,4.0,Avaliador-6,Promovido de Fase + Bolsa,Avaliador-27,Promovido de Fase,Avaliador-30,Promovido de Fase,Avaliador-31,Promovido de Fase + Bolsa,7.5,9.2,7.5,Sem limitações,6.1,3.7,6.7,8.0,Sim,Não,8.042,10.0,Fase 3 (7º e 8º ano),0.0,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022,2010,,12,Ametista,,,,,,,,,,,,,,,56.11999999999999,,,0.0,0.0,0
RA-180,Fase 3,A,Aluno-180,2010.0,12,Masculino,2018,Rede Decisão,8.442,42.0,11.0,3.0,4.0,Avaliador-6,Promovido de Fase + Bolsa,Avaliador-27,Promovido de Fase,Avaliador-30,Promovido de Fase,Avaliador-31,Promovido de Fase + Bolsa,9.2,8.3,6.3,Requer avaliação,8.1,7.7,8.3,8.3,Não,Sim,8.625,10.0,Fase 3 (7º e 8º ano),0.0,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022,2010,,12,Topázio,,,,,,,,,,,,,,,67.23,,,0.0,0.0,0
RA-181,Fase 3,A,Aluno-181,2009.0,13,Feminino,2019,Rede Decisão,8.623,25.0,6.0,2.0,4.0,Avaliador-6,Promovido de Fase + Bolsa,Avaliador-27,Promovido de Fase,Avaliador-30,Promovido de Fase,Avaliador-31,Promovido de Fase,9.2,9.5,8.8,Não atendido,6.8,6.8,7.3,6.2,Não,Sim,8.458,10.0,Fase 3 (7º e 8º ano),0.0,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022,2009,,13,Topázio,,,,,,,,,,,,,,,64.6,,,0.0,0.0,0
RA-182,Fase 3,A,Aluno-182,2006.0,16,Feminino,2021,Escola Pública,6.328,677.0,93.0,15.0,4.0,Avaliador-6,Mantido na Fase atual,Avaliador-27,Promovido de Fase,Avaliador-30,Promovido de Fase,Avaliador-31,Promovido de Fase,7.5,8.0,7.5,Não atendido,4.1,1.3,5.7,5.4,Não,Não,6.958,2.5,Fase 6 (2º EM),-3.0,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,2006,,16,Ágata,,,,,,,,,,,,,,,32.8,,,0.0,0.0,0
RA-183,Fase 3,A,Aluno-183,2009.0,13,Feminino,2022,Escola Pública,7.3,394.0,46.0,11.0,4.0,Avaliador-6,Promovido de Fase,Avaliador-27,Promovido de Fase,Avaliador-30,Mantido na Fase atual,Avaliador-31,Promovido de Fase,8.3,8.8,7.5,Não atendido,3.8,0.0,7.5,,Não,Não,7.25,10.0,Fase 3 (7º e 8º ano),0.0,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,2009,,13,Ametista,,,,,,,,,,,,,,,33.44,,,0.0,0.0,0
RA-184,Fase 3,A,Aluno-184,2006.0,16,Masculino,2019,Escola Pública,7.28,403.0,47.0,12.0,4.0,Avaliador-6,Promovido de Fase + Bolsa,Avaliador-27,Promovido de Fase + Bolsa,Avaliador-30,Promovido de Fase,Avaliador-31,Promovido de Fase,8.8,7.7,7.5,Não atendido,7.2,5.0,7.3,9.3,Sim,Não,8.0,2.5,Fase 6 (2º EM),-3.0,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022,2006,,16,Ametista,,,,,,,,,,,,,,,55.440000000000005,,,0.0,0.0,0
RA-185,Fase 3,A,Aluno-185,2007.0,15,Masculino,2021,Escola Pública,6.615,621.0,81.0,14.0,4.0,Avaliador-6,Mantido na Fase atual,Avaliador-27,Promovido de Fase,Avaliador-30,Promovido de Fase,Avaliador-31,Promovido de Fase,7.9,7.7,7.5,Não atendido,4.5,3.3,5.7,4.5,Não,Não,6.875,5.0,Fase 5 (1º EM),-2.0,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,2007,,15,Ágata,,,,,,,,,,,,,,,34.65,,,0.0,0.0,0
RA-186,Fase 3,A,Aluno-186,2009.0,13,Feminino,2019,Escola Pública,7.832,192.0,29.0,7.0,4.0,Avaliador-6,Promovido de Fase,Avaliador-27,Promovido de Fase,Avaliador-30,Promovido de Fase,Avaliador-31,Promovido de Fase + Bolsa,8.3,8.5,7.5,Não atendido,6.6,6.0,5.7,8.0,Sim,Não,7.5,10.0,Fase 3 (7º e 8º ano),0.0,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,2009,,13,Ametista,,,,,,,,,,,,,,,56.099999999999994,,,0.0,0.0,0
RA-187,Fase 3,A,Aluno-187,2010.0,12,Feminino,2019,Rede Decisão,7.928,161.0,25.0,6.0,4.0,Avaliador-6,Promovido de Fase + Bolsa,Avaliador-27,Promovido de Fase,Avaliador-30,Promovido de Fase,Avaliador-31,Promovido de Fase + Bolsa,8.8,8.9,7.5,Não atendido,5.8,5.3,7.2,4.8,Não,Não,7.917,10.0,Fase 3 (7º e 8º ano),0.0,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022,2010,,12,Ametista,,,,,,,,,,,,,,,51.62,,,0.0,0.0,0
RA-188,Fase 3,A,Aluno-188,2008.0,14,Masculino,2021,Escola Pública,5.307,803.0,122.0,16.0,4.0,Avaliador-6,Promovido de Fase + Bolsa,Avaliador-27,Promovido de Fase + Bolsa,Avaliador-30,Mantido na Fase atual,Avaliador-31,Promovido de Fase,0.0,6.1,7.5,Não atendido,2.7,3.0,3.2,2.0,Sim,Não,7.583,5.0,Fase 4 (9º ano),-1.0,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022,2008,,14,Quartzo,,,,,,,,,,,,,,,16.47,,,0.0,0.0,1
RA-189,Fase 3,A,Aluno-189,2008.0,14,Masculino,2018,Rede Decisão,7.629,261.0,33.0,8.0,4.0,Avaliador-6,Promovido de Fase + Bolsa,Avaliador-27,Promovido de Fase,Avaliador-30,Mantido na Fase atual,Avaliador-31,Promovido de Fase + Bolsa,10.0,9.7,5.0,Requer avaliação,7.2,6.3,7.2,8.0,Não,Não,7.333,5.0,Fase 4 (9º ano),-1.0,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,2008,,14,Ametista,,,,,,,,,,,,,,,69.84,,,0.0,0.0,0
RA-190,Fase 3,A,Aluno-190,2009.0,13,Feminino,2022,Escola Pública,7.335,380.0,44.0,10.0,4.0,Avaliador-6,Promovido de Fase,Avaliador-27,Promovido de Fase,Avaliador-30,Mantido na Fase atual,Avaliador-31,Mantido na Fase atual,6.7,6.9,8.8,Não atendido,6.3,5.0,7.5,,Não,Não,7.25,10.0,Fase 3 (7º e 8º ano),0.0,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,2009,,13,Ametista,,,,,,,,,,,,,,,43.47,,,0.0,0.0,0
RA-191,Fase 3,A,Aluno-191,2009.0,13,Masculino,2019,Rede Decisão,8.74,13.0,2.0,1.0,4.0,Avaliador-6,Promovido de Fase + Bolsa,Avaliador-27,Promovido de Fase,Avaliador-30,Promovido de Fase,Avaliador-31,Promovido de Fase + Bolsa,10.0,9.4,8.8,Não atendido,7.2,8.0,7.2,6.3,Não,Sim,8.5,10.0,Fase 3 (7º e 8º ano),0.0,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022,2009,,13,Topázio,,,,,,,,,,,,,,,67.68,,,0.0,0.0,0
RA-192,Fase 3,B,Aluno-192,2007.0,15,Masculino,2021,Escola Pública,4.932,829.0,130.0,14.0,4.0,Avaliador-6,Mantido na Fase atual,Avaliador-27,Promovido de Fase,Avaliador-30,Promovido de Fase,Avaliador-31,Alocado em Fase anterior,8.8,3.6,7.5,Não atendido,2.7,1.7,4.7,1.7,Não,Não,4.708,5.0,Fase 5 (1º EM),-2.0,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,2007,,15,Quartzo,,,,,,,,,,,,,,,9.72,,,0.0,0.0,1
RA-193,Fase 3,B,Aluno-193,2010.0,12,Masculino,2016,Rede Decisão,8.155,95.0,16.0,2.0,4.0,Avaliador-6,Promovido de Fase + Bolsa,Avaliador-27,Promovido de Fase,Avaliador-30,Promovido de Fase,Avaliador-31,Promovido de Fase + Bolsa,9.2,8.9,5.6,Sem limitações,6.7,5.0,6.3,8.7,Não,Sim,8.5,10.0,Fase 3 (7º e 8º ano),0.0,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022,2010,,12,Topázio,,,,,,,,,,,,,,,59.63,,,0.0,0.0,0
RA-194,Fase 3,B,Aluno-194,2008.0,14,Feminino,2022,Escola Pública,4.265,851.0,144.0,15.0,4.0,Avaliador-6,Mantido na Fase atual,Avaliador-27,Mantido na Fase atual,Avaliador-30,Mantido na Fase atual,Avaliador-31,Promovido de Fase,0.0,6.2,5.0,Requer avaliação,3.2,3.7,5.8,0.0,Não,Não,3.75,5.0,Fase 4 (9º ano),-1.0,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,2008,,14,Quartzo,,,,,,,,,,,,,,,19.840000000000003,,,0.0,0.0,1
RA-195,Fase 3,B,Aluno-195,2009.0,13,Feminino,2017,Rede Decisão,8.017,137.0,21.0,4.0,4.0,Avaliador-6,Promovido de Fase + Bolsa,Avaliador-27,Promovido de Fase,Avaliador-30,Promovido de Fase,Avaliador-31,Promovido de Fase + Bolsa,8.8,9.2,5.0,Requer avaliação,6.3,6.8,6.3,5.8,Não,Não,8.25,10.0,Fase 3 (7º e 8º ano),0.0,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022,2009,,13,Ametista,,,,,,,,,,,,,,,57.959999999999994,,,0.0,0.0,0
RA-196,Fase 3,B,Aluno-196,2010.0,12,Masculino,2018,Rede Decisão,8.124,106.0,17.0,3.0,4.0,Avaliador-6,Promovido de Fase + Bolsa,Avaliador-27,Promovido de Fase,Avaliador-30,Promovido de Fase,Avaliador-31,Promovido de Fase + Bolsa,9.2,9.1,7.5,Não atendido,5.1,4.0,6.0,5.3,Não,Sim,8.625,10.0,Fase 3 (7º e 8º ano),0.0,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022,2010,,12,Topázio,,,,,,,,,,,,,,,46.41,,,0.0,0.0,0
RA-197,Fase 3,B,Aluno-197,2009.0,13,Feminino,2021,Rede Decisão,8.218,82.0,15.0,1.0,4.0,Avaliador-6,Promovido de Fase + Bolsa,Avaliador-27,Promovido de Fase,Avaliador-30,Promovido de Fase,Avaliador-31,Promovido de Fase + Bolsa,8.8,9.7,4.4,Requer avaliação,7.3,6.0,7.5,8.3,Não,Não,8.292,10.0,Fase 3 (7º e 8º ano),0.0,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022,2009,,13,Topázio,,,,,,,,,,,,,,,70.80999999999999,,,0.0,0.0,0
RA-198,Fase 3,B,Aluno-198,2009.0,13,Masculino,2017,Escola Pública,5.554,782.0,117.0,11.0,4.0,Avaliador-6,Promovido de Fase,Avaliador-27,Mantido na Fase atual,Avaliador-30,Promovido de Fase,Avaliador-31,Mantido na Fase atual,0.0,6.2,5.0,Requer avaliação,4.6,5.2,5.8,2.8,Não,Não,5.958,10.0,Fase 3 (7º e 8º ano),0.0,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,2009,,13,Quartzo,,,,,,,,,,,,,,,28.52,,,0.0,0.0,1
RA-199,Fase 3,B,Aluno-199,2009.0,13,Masculino,2022,Escola Pública,7.564,287.0,34.0,5.0,4.0,Avaliador-6,Promovido de Fase,Avaliador-27,Mantido na Fase atual,Avaliador-30,Promovido de Fase,Avaliador-31,Promovido de Fase,8.3,7.1,7.5,Não atendido,7.5,5.7,7.8,9.0,Não,Não,6.458,10.0,Fase 3 (7º e 8º ano),0.0,Melhorar: Melhorar a sua entrega de lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,2009,,13,Ametista,,,,,,,,,,,,,,,53.25,,,0.0,0.0,0
RA-200,Fase 3,B,Aluno-200,2007.0,15,Masculino,2018,Escola JP II,5.705,759.0,109.0,9.0,4.0,Avaliador-6,Promovido de Fase,Avaliador-27,Promovido de Fase,Avaliador-30,Promovido de Fase,Avaliador-31,Mantido na Fase atual,7.9,5.6,4.4,Requer avaliação,5.5,4.7,5.0,6.8,Não,Não,4.917,5.0,Fase 5 (1º EM),-2.0,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,2007,,15,Quartzo,,,,,,,,,,,,,,,30.799999999999997,,,0.0,0.0,1
RA-201,Fase 3,B,Aluno-201,2007.0,15,Feminino,2021,Escola Pública,7.078,462.0,58.0,7.0,4.0,Avaliador-6,Promovido de Fase,Avaliador-27,Promovido de Fase,Avaliador-30,Promovido de Fase,Avaliador-31,Promovido de Fase,7.9,7.3,7.5,Não atendido,6.5,6.0,7.2,6.3,Não,Não,7.542,5.0,Fase 5 (1º EM),-2.0,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022,2007,,15,Ametista,,,,,,,,,,,,,,,47.449999999999996,,,0.0,0.0,0
RA-202,Fase 3,B,Aluno-202,2008.0,14,Feminino,2017,Escola Pública,5.201,810.0,123.0,13.0,4.0,Avaliador-6,Promovido de Fase + Bolsa,Avaliador-27,Promovido de Fase,Avaliador-30,Promovido de Fase,Avaliador-31,Mantido na Fase atual,0.0,5.2,4.4,Requer avaliação,5.4,6.3,5.8,4.2,Sim,Não,6.917,5.0,Fase 4 (9º ano),-1.0,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,2008,,14,Quartzo,,,,,,,,,,,,,,,28.080000000000002,,,0.0,0.0,1
RA-203,Fase 3,B,Aluno-203,2008.0,14,Feminino,2021,Escola Pública,5.669,766.0,113.0,10.0,4.0,Avaliador-6,Promovido de Fase,Avaliador-27,Promovido de Fase,Avaliador-30,Promovido de Fase,Avaliador-31,Promovido de Fase,8.8,4.3,7.5,Não atendido,2.8,2.3,3.5,2.5,Não,Não,6.875,5.0,Fase 4 (9º ano),-1.0,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,2008,,14,Quartzo,,,,,,,,,,,,,,,12.04,,,0.0,0.0,1
RA-204,Fase 3,B,Aluno-204,2009.0,13,Feminino,2019,Escola Pública,6.943,509.0,64.0,8.0,4.0,Avaliador-6,Mantido na Fase atual,Avaliador-27,Mantido na Fase atual,Avaliador-30,Promovido de Fase,Avaliador-31,Promovido de Fase,7.9,6.7,4.4,Requer avaliação,7.4,5.3,8.5,8.5,Não,Não,5.708,10.0,Fase 3 (7º e 8º ano),0.0,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,2009,,13,Ágata,,,,,,,,,,,,,,,49.580000000000005,,,0.0,0.0,0
RA-205,Fase 3,B,Aluno-205,2008.0,14,Masculino,2020,Escola Pública,5.372,797.0,120.0,12.0,4.0,Avaliador-6,Promovido de Fase,Avaliador-27,Promovido de Fase,Avaliador-30,Promovido de Fase,Avaliador-31,Alocado em Fase anterior,9.6,3.8,7.5,Não atendido,4.1,5.7,1.7,5.0,Não,Não,4.833,5.0,Fase 4 (9º ano),-1.0,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,2008,,14,Quartzo,,,,,,,,,,,,,,,15.579999999999998,,,0.0,0.0,1
RA-206,Fase 3,B,Aluno-206,2010.0,12,Feminino,2022,Escola Pública,7.101,455.0,56.0,6.0,4.0,Avaliador-6,Mantido na Fase atual,Avaliador-27,Mantido na Fase atual,Avaliador-30,Mantido na Fase atual,Avaliador-31,Mantido na Fase atual,8.3,8.8,7.5,Não atendido,5.0,4.0,6.0,,Não,Não,5.167,10.0,Fase 3 (7º e 8º ano),0.0,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,2010,,12,Ametista,,,,,,,,,,,,,,,44.0,,,0.0,0.0,0
RA-207,Fase 3,C,Aluno-207,2006.0,16,Masculino,2021,Escola Pública,4.936,827.0,129.0,5.0,4.0,Avaliador-6,Promovido de Fase,Avaliador-27,Mantido na Fase atual,Avaliador-30,Promovido de Fase,Avaliador-31,Mantido na Fase atual,0.0,4.8,7.5,Não atendido,5.8,5.3,4.0,8.0,Não,Não,5.708,2.5,Fase 6 (2º EM),-3.0,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,2006,,16,Quartzo,,,,,,,,,,,,,,,27.84,,,0.0,0.0,1
RA-208,Fase 3,C,Aluno-208,2008.0,14,Masculino,2018,Escola Pública,6.667,599.0,78.0,4.0,4.0,Avaliador-6,Promovido de Fase,Avaliador-27,Promovido de Fase,Avaliador-30,Promovido de Fase,Avaliador-31,Mantido na Fase atual,7.5,7.1,7.5,Não atendido,6.1,5.0,7.5,5.8,Não,Não,6.417,5.0,Fase 4 (9º ano),-1.0,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,2008,,14,Ágata,,,,,,,,,,,,,,,43.309999999999995,,,0.0,0.0,0
RA-209,Fase 3,C,Aluno-209,2008.0,14,Masculino,2019,Escola Pública,4.499,843.0,140.0,7.0,4.0,Avaliador-6,Promovido de Fase,Avaliador-27,Mantido na Fase atual,Avaliador-30,Promovido de Fase,Avaliador-31,Alocado em Fase anterior,0.0,4.8,5.6,Requer avaliação,6.0,5.0,5.2,7.8,Não,Não,3.75,5.0,Fase 4 (9º ano),-1.0,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,2008,,14,Quartzo,,,,,,,,,,,,,,,28.799999999999997,,,0.0,0.0,1
RA-210,Fase 3,C,Aluno-210,2008.0,14,Masculino,2022,Escola Pública,4.44,844.0,141.0,8.0,4.0,Avaliador-6,Mantido na Fase atual,Avaliador-27,Mantido na Fase atual,Avaliador-30,Promovido de Fase,Avaliador-31,Alocado em Fase anterior,0.0,5.1,7.5,Não atendido,3.4,2.7,5.3,2.3,Não,Não,4.417,5.0,Fase 4 (9º ano),-1.0,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,2008,,14,Quartzo,,,,,,,,,,,,,,,17.34,,,0.0,0.0,1
RA-211,Fase 3,C,Aluno-211,2009.0,13,Masculino,2021,Escola Pública,8.465,39.0,10.0,1.0,4.0,Avaliador-6,Promovido de Fase + Bolsa,Avaliador-27,Promovido de Fase + Bolsa,Avaliador-30,Promovido de Fase,Avaliador-31,Promovido de Fase + Bolsa,9.2,8.8,7.5,Não atendido,7.6,6.7,7.5,8.5,Sim,Sim,8.458,10.0,Fase 3 (7º e 8º ano),0.0,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022,2009,,13,Topázio,,,,,,,,,,,,,,,66.88,,,0.0,0.0,0
